ACQ_CHARTAGENT,ACQ_CLASS_TYPE_DESC,ACQ_CNTYNAME,ACQ_CNTYNUM,ACQ_FDICREGION,ACQ_FDICREGION_DESC,ACQ_INSTNAME,ACQ_ORGTYPE_NUM,ACQ_ORG_EFF_DTE,ACQ_PADDR,ACQ_PCITY,ACQ_PSTALP,ACQ_PSTNUM,ACQ_PZIP5,ACQ_PZIPREST,ACQ_REGAGENT,CHANGECODE_DESC_LONG,EFFDATE,EFFYEAR,OUT_CNTYNAME,OUT_CNTYNUM,OUT_FDICREGION,OUT_FDICREGION_DESC,OUT_INSTNAME,OUT_ORGTYPE_NUM,OUT_PADDR,OUT_PCITY,OUT_PSTALP,OUT_PSTNUM,OUT_PZIP5,OUT_PZIPREST,OUT_REGAGENT,PROCYEAR,PSTALP,REGAGENT,SUR_CHARTAGENT,SUR_CNTYNAME,SUR_CNTYNUM,SUR_FDICREGION,SUR_FDICREGION_DESC,SUR_CNTYNUM,SUR_MADDR,SUR_MCITY,SUR_MSTALP,SUR_MSTATE,SUR_MZIP5,SUR_ORGTYPE_NUM,SUR_INSTNAME,SUR_PADDR,SUR_PCITY,SUR_PSTALP,SUR_PSTNUM,SUR_PZIP5,SUR_PZIPREST,SUR_REGAGENT,
NCUA,N/A,MONTGOMERY,91,2,NEW YORK,RELIANCE FEDERAL CREDIT UNION,140,1994-07-01T00:00:00,20102 VALLEY FORGE CIRCLE,KING OF PRUSSIA,PA,42,19406,,NCUA,"Merged and became part of RELIANCE FEDERAL CREDIT UNION (44270) in King Of Prussia, PA. The successor institution was not FDIC-insured.",2018-07-02T00:00:00,2018,MONTGOMERY,91,2,NEW YORK,FIRST PENNSYLVANIA TOWNSHIP EMPLOYEES FEDERAL CREDIT UNION,140,175 W. VALLEY FORGE ROAD,KING OF PRUSSIA,PA,42,19406,1802,NCUA,2018,PA,NCUA,NCUA,MONTGOMERY,91,2,NEW YORK,RELIANCE FEDERAL CREDIT UNION,20102 VALLEY FORGE CIRCLE,KING OF PRUSSIA,PA,PENNSYLVANIA,19406,140,RELIANCE FEDERAL CREDIT UNION,20102 VALLEY FORGE CIRCLE,KING OF PRUSSIA,PA,42,19406,,NCUA,
NCUA,N/A,FAIRBANKS NORTH STAR,90,14,SAN FRANCISCO,MAC FEDERAL CREDIT UNION,140,2011-11-18T00:00:00,3700 SANTIAGO AVENUE,FORT WAINWRIGHT,AK,2,99703,0,NCUA,"Merged and became part of MAC FEDERAL CREDIT UNION (45980) in Fort Wainwright, AK. The successor institution was not FDIC-insured.",2018-07-01T00:00:00,2018,FAIRBANKS NORTH STAR,90,14,SAN FRANCISCO,CITY OF FAIRBANKS FEDERAL CREDIT UNION,140,502 NINTH AVENUE,FAIRBANKS,AK,2,99701,,NCUA,2018,AK,NCUA,NCUA,FAIRBANKS NORTH STAR,90,14,SAN FRANCISCO,MAC FEDERAL CREDIT UNION,541 10TH AVENUE,FAIRBANKS,AK,ALASKA,99701,140,MAC FEDERAL CREDIT UNION,3700 SANTIAGO AVENUE,FORT WAINWRIGHT,AK,2,99703,0,NCUA,
OCC,Commercial,JEFFERSON,73,5,ATLANTA,National Bank of Commerce,10,2018-01-01T00:00:00,"813 SHADES CREEK PARKWAY, SUITE 100",BIRMINGHAM,AL,1,35209,0,OCC,"Merged and became part of National Bank of Commerce (57764) in Birmingham, AL. ",2018-07-01T00:00:00,2018,MANATEE,81,5,ATLANTA,Premier Community Bank of Florida,10,900 53RD AVE E,BRADENTON,FL,12,34203,0,FDIC,2018,AL,OCC,OCC,JEFFERSON,73,5,ATLANTA,National Bank of Commerce,5 INVERNESS CENTER PARKWAY,BIRMINGHAM,AL,ALABAMA,35242,10,National Bank of Commerce,"813 SHADES CREEK PARKWAY, SUITE 100",BIRMINGHAM,AL,1,35209,0,OCC,
STATE,N/A,SMITH,423,13,DALLAS,KEYSTONE CREDIT UNION,140,2009-06-15T00:00:00,11877 COUNTY ROAD 492,TYLER,TX,48,75706,5839,NCUA,"Merged and became part of KEYSTONE CREDIT UNION (53758) in Tyler, TX. The successor institution was not FDIC-insured.",2018-07-02T00:00:00,2018,SMITH,423,13,DALLAS,FIRST UNITED CREDIT UNION,140,3304 SOUTH BROADWAY #102,TYLER,TX,48,75701,7850,NCUA,2018,TX,NCUA,STATE,SMITH,423,13,DALLAS,KEYSTONE CREDIT UNION,P.O. BOX 2027,TYLER,TX,TEXAS,75710,140,KEYSTONE CREDIT UNION,11877 COUNTY ROAD 492,TYLER,TX,48,75706,5839,NCUA,
STATE,N/A,SAINT LOUIS (CITY),510,11,KANSAS CITY,ST. LOUIS COMMUNITY CREDIT UNION,140,1996-01-01T00:00:00,3651 FOREST PARK BOULEVARD,SAINT LOUIS,MO,29,63108,,NCUA,"Merged and became part of ST. LOUIS COMMUNITY CREDIT UNION (37548) in Saint Louis, MO. The successor institution was not FDIC-insured.",2018-07-01T00:00:00,2018,ST. LOUIS,189,11,KANSAS CITY,SOUTH COMMUNITY CREDIT UNION,140,8814 GRAVOIS,AFFTON,MO,29,63123,,NCUA,2018,MO,NCUA,STATE,SAINT LOUIS (CITY),510,11,KANSAS CITY,ST. LOUIS COMMUNITY CREDIT UNION,3651 FOREST PARK BOULEVARD,SAINT LOUIS,MO,MISSOURI,63108,140,ST. LOUIS COMMUNITY CREDIT UNION,3651 FOREST PARK BOULEVARD,SAINT LOUIS,MO,29,63108,,NCUA,
STATE,N/A,CUYAHOGA,35,9,CHICAGO,"PLAIN DEALER CREDIT UNION, INC.",140,1993-12-13T00:00:00,1801 SUPERIOR AVE,CLEVELAND,OH,39,44114,,NCUA,"Merged and became part of PLAIN DEALER CREDIT UNION, INC. (48076) in Cleveland, OH. The successor institution was not FDIC-insured.",2018-06-25T00:00:00,2018,CUYAHOGA,35,9,CHICAGO,RTA BROOKLYN FEDERAL CREDIT UNION,140,4319 STATE ROAD,CLEVELAND,OH,39,44109,,NCUA,2018,OH,NCUA,STATE,CUYAHOGA,35,9,CHICAGO,"PLAIN DEALER CREDIT UNION, INC.",1801 SUPERIOR AVE,CLEVELAND,OH,OHIO,44114,140,"PLAIN DEALER CREDIT UNION, INC.",1801 SUPERIOR AVE,CLEVELAND,OH,39,44114,,NCUA,
STATE,Savings,ORLEANS,71,13,DALLAS,Union Savings and Loan Association,120,2011-07-21T00:00:00,353 CARONDELET ST,NEW ORLEANS,LA,22,70130,0,FDIC,"Merged and became part of Union Savings and Loan Association (27752) in New Orleans, LA. ",2018-07-01T00:00:00,2018,ORLEANS,71,13,DALLAS,Hibernia Bank,115,325 CARONDELET STREET,NEW ORLEANS,LA,22,70130,0,FDIC,2018,LA,FDIC,STATE,ORLEANS,71,13,DALLAS,Union Savings and Loan Association,325 CARONDELET ST,NEW ORLEANS,LA,LOUISIANA,70130,120,Union Savings and Loan Association,353 CARONDELET ST,NEW ORLEANS,LA,22,70130,0,FDIC,
STATE,N/A,MARTINSVILLE CITY,690,5,ATLANTA,MARTINSVILLE DUPONT EMPLOYEES CREDIT UNION MARTINSVILLE INC. DBA VALLEY STAR CREDIT UNION,140,2017-01-01T00:00:00,35 DUPONT ROAD,MARTINSVILLE,VA,51,24112,,NCUA,"Merged and became part of MARTINSVILLE DUPONT EMPLOYEES CREDIT UNION MARTINSVILLE INC. DBA VALLEY STAR CREDIT UNION (53326) in Martinsville, VA. The successor institution was not FDIC-insured.",2018-06-30T00:00:00,2018,WAYNESBORO CITY,820,5,ATLANTA,"WAYNESBORO EMPLOYEES CREDIT UNION, INC.",140,939A FIR STREET,WAYNESBORO,VA,51,22980,,NCUA,2018,VA,NCUA,STATE,MARTINSVILLE CITY,690,5,ATLANTA,MARTINSVILLE DUPONT EMPLOYEES CREDIT UNION,"DUPONT PARK, DUPONT ROAD",MARTINSVILLE,VA,VIRGINIA,24112,140,MARTINSVILLE DUPONT EMPLOYEES CREDIT UNION,35 Dupont Road,MARTINSVILLE,VA,51,24112,,NCUA,
NCUA,N/A,LUZERNE,79,2,NEW YORK,CITYMARK FEDERAL CREDIT UNION,140,2016-09-01T00:00:00,40 E. MARKET STREET,WILKES BARRE,PA,42,18711,0,NCUA,"Merged and became part of CITYMARK FEDERAL CREDIT UNION (44239) in Wilkes Barre, PA. The successor institution was not FDIC-insured.",2018-07-09T00:00:00,2018,LUZERNE,79,2,NEW YORK,METRO WIRE FEDERAL CREDIT UNION,140,17 EAST CAREY STREET,PLAINS,PA,42,18705,,NCUA,2018,PA,NCUA,NCUA,LUZERNE,79,2,NEW YORK,CITYMARK FEDERAL CREDIT UNION,40 E. Market Street,Wilkes Barre,PA,PENNSYLVANIA,18711,140,CITYMARK FEDERAL CREDIT UNION,40 E. MARKET STREET,WILKES BARRE,PA,42,18711,0,NCUA,
NCUA,N/A,ROCKLAND,87,2,NEW YORK,PALISADES FEDERAL CREDIT UNION,140,1995-08-10T00:00:00,401 NORTH MIDDLETOWN ROAD,PEARL RIVER,NY,36,10965,,NCUA,"Merged and became part of PALISADES FEDERAL CREDIT UNION (39542) in Pearl River, NY. The successor institution was not FDIC-insured.",2017-10-27T00:00:00,2017,NEW YORK,61,2,NEW YORK,NEW YORK STATE EMPLOYEES FEDERAL CREDIT UNION,140,80 wall st ste 315,NEW YORK,NY,36,10005,,NCUA,2018,NY,NCUA,NCUA,ROCKLAND,87,2,NEW YORK,PALISADES FEDERAL CREDIT UNION,401 NORTH MIDDLETOWN ROAD,PEARL RIVER,NY,NEW YORK,10965,140,PALISADES FEDERAL CREDIT UNION,401 NORTH MIDDLETOWN ROAD,PEARL RIVER,NY,36,10965,,NCUA,
STATE,Commercial,COLQUITT,71,5,ATLANTA,Ameris Bank,10,2018-05-25T00:00:00,300  SOUTH MAIN STREET,MOULTRIE,GA,13,31768,0,FDIC,"Merged and became part of Ameris Bank (20504) in Moultrie, GA. ",2018-06-29T00:00:00,2018,BARROW,13,5,ATLANTA,Hamilton State Bank,10,1907 HIGHWAY 211,HOSCHTON,GA,13,30548,0,FDIC,2018,GA,FDIC,STATE,COLQUITT,71,5,ATLANTA,Ameris Bank,"3490 PIEDMONT ROAD, NE",ATLANTA,GA,GEORGIA,30305,10,Ameris Bank,300  SOUTH MAIN STREET,MOULTRIE,GA,13,31768,0,FDIC,
OCC,Commercial,BROWN,9,9,CHICAGO,"Associated Bank, National Association",10,2007-07-01T00:00:00,200 NORTH ADAMS STREET,GREEN BAY,WI,55,54301,0,OCC,"Merged and became part of Associated Bank, National Association (5296) in Green Bay, WI. ",2018-06-24T00:00:00,2018,MILWAUKEE,79,9,CHICAGO,Bank Mutual,110,4949 WEST BROWN DEER ROAD,BROWN DEER,WI,55,53223,0,OCC,2018,WI,OCC,OCC,BROWN,9,9,CHICAGO,"Associated Bank, National Association",P.O. BOX 19006,GREEN BAY,WI,WISCONSIN,54307,10,"Associated Bank, National Association",200 NORTH ADAMS STREET,GREEN BAY,WI,55,54301,0,OCC,
STATE,Commercial,BUTTE,7,14,SAN FRANCISCO,Tri Counties Bank,10,2016-03-19T00:00:00,63 CONSTITUTION DRIVE,CHICO,CA,6,95973,0,FDIC,"Merged and became part of Tri Counties Bank (21943) in Chico, CA. ",2018-07-06T00:00:00,2018,SAN MATEO,81,14,SAN FRANCISCO,First National Bank of Northern California,10,6600 MISSION STREET,DALY CITY,CA,6,94014,0,OCC,2018,CA,FDIC,STATE,BUTTE,7,14,SAN FRANCISCO,Tri Counties Bank,P. O. BOX 909,CHICO,CA,CALIFORNIA,95973,10,Tri Counties Bank,63 CONSTITUTION DRIVE,CHICO,CA,6,95973,0,FDIC,
STATE,Commercial,EFFINGHAM,49,9,CHICAGO,Midland States Bank,10,2013-01-01T00:00:00,1201 NETWORK CENTRE DRIVE,EFFINGHAM,IL,17,62401,0,FED,"Merged and became part of Midland States Bank (1040) in Effingham, IL. ",2018-07-14T00:00:00,2018,WINNEBAGO,201,9,CHICAGO,Alpine Bank & Trust Co.,10,1700 N ALPINE RD,ROCKFORD,IL,17,61107,0,FED,2018,IL,FED,STATE,EFFINGHAM,49,9,CHICAGO,Midland States Bank,1201 NETWORK CENTRE DRIVE,EFFINGHAM,IL,ILLINOIS,62401,10,Midland States Bank,1201 NETWORK CENTRE DRIVE,EFFINGHAM,IL,17,62401,0,FED,
STATE,Commercial,POTTAWATOMIE,149,11,KANSAS CITY,Bank of the Flint Hills,10,2017-12-31T00:00:00,806 FIFTH STREET,WAMEGO,KS,20,66547,0,FED,"Merged and became part of Bank of the Flint Hills (4791) in Wamego, KS. ",2018-07-14T00:00:00,2018,POTTAWATOMIE,149,11,KANSAS CITY,The St. Marys State Bank,10,905 EAST BERTRAND AVENUE,SAINT MARYS,KS,20,66536,0,FED,2018,KS,FED,STATE,POTTAWATOMIE,149,11,KANSAS CITY,Bank of the Flint Hills,PO BOX 226,WAMEGO,KS,KANSAS,66547,10,Bank of the Flint Hills,806 FIFTH STREET,WAMEGO,KS,20,66547,0,FED,
NCUA,N/A,ALBANY,1,2,NEW YORK,STATE EMPLOYEES FEDERAL CREDIT UNION,140,1987-08-18T00:00:00,195 NEW KARNER RD,ALBANY,NY,36,12205,,NCUA,"Merged and became part of STATE EMPLOYEES FEDERAL CREDIT UNION (53623) in Albany, NY. The successor institution was not FDIC-insured.",2018-06-01T00:00:00,2018,ALBANY,1,2,NEW YORK,HEALTH EMPLOYEES FEDERAL CREDIT UNION,140,43 NEW SCOTLAND AVENUE,ALBANY,NY,36,12208,,NCUA,2018,NY,NCUA,NCUA,ALBANY,1,2,NEW YORK,STATE EMPLOYEES FEDERAL CREDIT UNION,195 NEW KARNER RD,ALBANY,NY,NEW YORK,12205,140,STATE EMPLOYEES FEDERAL CREDIT UNION,195 NEW KARNER RD,ALBANY,NY,36,12203,,NCUA,
NCUA,N/A,DAVIDSON,37,13,DALLAS,WILTRUCO EMPLOYEES FEDERAL CREDIT UNION,140,1979-12-31T00:00:00,3904 CENTRAL PIKE,HERMITAGE,TN,47,37076,,NCUA,"Merged and became part of WILTRUCO EMPLOYEES FEDERAL CREDIT UNION (38472) in Hermitage, TN. The successor institution was not FDIC-insured.",2018-07-12T00:00:00,2018,DAVIDSON,37,13,DALLAS,USTC EMPLOYEES CREDIT UNION,140,800 HARRISON STREET,NASHVILLE,TN,47,37203,,NCUA,2018,TN,NCUA,NCUA,DAVIDSON,37,13,DALLAS,WILTRUCO EMPLOYEES FEDERAL CREDIT UNION,P. O. BOX 140067,NASHVILLE,TN,TENNESSEE,37214,140,WILTRUCO EMPLOYEES FEDERAL CREDIT UNION,3904 CENTRAL PIKE,HERMITAGE,TN,47,37076,,NCUA,
STATE,Commercial,JERAULD,73,11,KANSAS CITY,American Bank & Trust,10,2018-04-27T00:00:00,120 EAST MAIN STREET,WESSINGTON SPRINGS,SD,46,57382,0,FDIC,"Merged and became part of American Bank & Trust (1117) in Wessington Springs, SD. ",2018-07-01T00:00:00,2018,AURORA,3,11,KANSAS CITY,Farmers State Bank,10,221 MAIN STREET,STICKNEY,SD,46,57375,0,FDIC,2018,SD,FDIC,STATE,JERAULD,73,11,KANSAS CITY,American Bank & Trust,200 East 10th Street,Sioux Falls,SD,SOUTH DAKOTA,57104,10,American Bank & Trust,120 EAST MAIN STREET,WESSINGTON SPRINGS,SD,46,57382,0,FDIC,
STATE,N/A,YAKIMA,77,14,SAN FRANCISCO,LOWER VALLEY CREDIT UNION,140,2010-03-12T00:00:00,301 SOUTH 7TH STREET,SUNNYSIDE,WA,53,98944,,NCUA,"Merged and became part of LOWER VALLEY CREDIT UNION (35971) in Sunnyside, WA. The successor institution was not FDIC-insured.",2018-06-30T00:00:00,2018,DOUGLAS,17,14,SAN FRANCISCO,WENATCHEE VALLEY FEDERAL CREDIT UNION,140,636 VALLEY MALL PARKWAY,EAST WENATCHEE,WA,53,98802,,NCUA,2018,WA,NCUA,STATE,YAKIMA,77,14,SAN FRANCISCO,LOWER VALLEY CREDIT UNION,PO BOX 454,SUNNYSIDE,WA,WASHINGTON,98944,140,LOWER VALLEY CREDIT UNION,301 SOUTH 7TH STREET,SUNNYSIDE,WA,53,98944,,NCUA,
STATE,Commercial,BARTON,9,11,KANSAS CITY,American State Bank & Trust Company,10,2016-07-11T00:00:00,1321 MAIN STREET,GREAT BEND,KS,20,67530,0,FED,"Merged and became part of American State Bank & Trust Company (57144) in Great Bend, KS. ",2018-07-15T00:00:00,2018,BUTLER,15,11,KANSAS CITY,Rose Hill Bank,10,107 N ROSE HILL RD,ROSE HILL,KS,20,67133,0,FED,2018,KS,FED,STATE,BARTON,9,11,KANSAS CITY,American State Bank & Trust Company,P.O. Box 1346,Great Bend,KS,KANSAS,67530,10,American State Bank & Trust Company,1321 MAIN STREET,GREAT BEND,KS,20,67530,0,FED,
NCUA,N/A,HINDS,49,13,DALLAS,MISSISSIPPI FEDERAL CREDIT UNION,140,2018-04-01T00:00:00,"2500 NORTH STATE STREET, #10",JACKSON,MS,28,39216,0,NCUA,"Merged and became part of MISSISSIPPI FEDERAL CREDIT UNION (48775) in Jackson, MS. The successor institution was not FDIC-insured.",2018-04-01T00:00:00,2018,HINDS,49,13,DALLAS,MSTC FEDERAL CREDIT UNION,140,1577 Springridge Road,Raymond,MS,28,39154,,NCUA,2018,MS,NCUA,NCUA,HINDS,49,13,DALLAS,MISSISSIPPI FEDERAL CREDIT UNION,"2500 NORTH STATE STREET, #10",JACKSON,MS,MISSISSIPPI,39216,140,MISSISSIPPI FEDERAL CREDIT UNION,"2500 NORTH STATE STREET, #10",JACKSON,MS,28,39216,0,NCUA,
STATE,Commercial,PEPIN,91,9,CHICAGO,Security Financial Bank,10,2017-08-16T00:00:00,212 WEST PROSPECT STREET,DURAND,WI,55,54736,0,FED,"Merged and became part of Security Financial Bank (14222) in Durand, WI. ",2018-07-14T00:00:00,2018,RUSK,107,9,CHICAGO,Pioneer Bank of Wisconsin,10,200 MINER AVENUE,LADYSMITH,WI,55,54848,0,FDIC,2018,WI,FED,STATE,PEPIN,91,9,CHICAGO,Security Financial Bank,212 WEST PROSPECT STREET,DURAND,WI,WISCONSIN,54736,10,Security Financial Bank,212 WEST PROSPECT STREET,DURAND,WI,55,54736,0,FED,
STATE,Commercial,SONOMA,97,14,SAN FRANCISCO,Poppy Bank,10,2018-01-08T00:00:00,438 FIRST STREET,SANTA ROSA,CA,6,95404,0,FDIC,"Merged and became part of Poppy Bank (57903) in Santa Rosa, CA. ",2018-07-13T00:00:00,2018,ORANGE,59,14,SAN FRANCISCO,Blue Gate Bank,10,"611 ANTON BOULEVARD, SUITE 1050",COSTA MESA,CA,6,92626,0,FDIC,2018,CA,FDIC,STATE,SONOMA,97,14,SAN FRANCISCO,Poppy Bank,438 FIRST STREET,SANTA ROSA,CA,CALIFORNIA,95401,10,Poppy Bank,438 FIRST STREET,SANTA ROSA,CA,6,95404,0,FDIC,
STATE,Savings,LAKE,89,9,CHICAGO,Peoples Bank SB,115,2016-04-28T00:00:00,9204 COLUMBIA AVENUE,MUNSTER,IN,18,46321,0,FDIC,"Merged and became part of Peoples Bank SB (29523) in Munster, IN. ",2018-07-26T00:00:00,2018,COOK,31,9,CHICAGO,First Personal Bank,10,14701 SOUTH RAVINIA AVENUE,ORLAND PARK,IL,17,60462,0,FDIC,2018,IN,FDIC,STATE,LAKE,89,9,CHICAGO,Peoples Bank SB,9204 COLUMBIA AVENUE,MUNSTER,IN,INDIANA,46321,115,Peoples Bank SB,9204 COLUMBIA AVENUE,MUNSTER,IN,18,46321,0,FDIC,
NCUA,N/A,CATTARAUGUS,9,2,NEW YORK,OLEAN DRESSER CLARK COMMUNITY FEDERAL CREDIT UNION,140,1991-11-21T00:00:00,602 WAYNE STREET,OLEAN,NY,36,14760,,NCUA,"Merged and became part of OLEAN DRESSER CLARK COMMUNITY FEDERAL CREDIT UNION (38580) in Olean, NY. The successor institution was not FDIC-insured.",2018-06-11T00:00:00,2018,CATTARAUGUS,9,2,NEW YORK,ALLEGANY COMMUNITY FEDERAL CREDIT UNION,140,45 W. MAIN STREET,ALLEGANY,NY,36,14706,,NCUA,2018,NY,NCUA,NCUA,CATTARAUGUS,9,2,NEW YORK,OLEAN DRESSER CLARK COMMUNITY FEDERAL CREDIT UNION,602 WAYNE STREET,OLEAN,NY,NEW YORK,14760,140,OLEAN DRESSER CLARK COMMUNITY FEDERAL CREDIT UNION,602 WAYNE STREET,OLEAN,NY,36,14760,,NCUA,
STATE,Commercial,DAUPHIN,43,2,NEW YORK,Mid Penn Bank,10,2018-01-08T00:00:00,349 UNION STREET,MILLERSBURG,PA,42,17061,0,FDIC,"Merged and became part of Mid Penn Bank (9889) in Millersburg, PA. ",2018-08-01T00:00:00,2018,CHESTER,29,2,NEW YORK,First Priority Bank,10,2 WEST LIBERTY BOULEVARD,MALVERN,PA,42,19355,0,FDIC,2018,PA,FDIC,STATE,DAUPHIN,43,2,NEW YORK,Mid Penn Bank,349 UNION STREET,MILLERSBURG,PA,PENNSYLVANIA,17061,10,Mid Penn Bank,349 UNION STREET,MILLERSBURG,PA,42,17061,0,FDIC,
OCC,Commercial,JEFFERSON,73,5,ATLANTA,National Bank of Commerce,10,2018-07-01T00:00:00,"813 SHADES CREEK PARKWAY, SUITE 100",BIRMINGHAM,AL,1,35209,0,OCC,"Merged and became part of National Bank of Commerce (57764) in Birmingham, AL. ",2018-08-01T00:00:00,2018,COBB,67,5,ATLANTA,First Landmark Bank,10,307 NORTH MARIETTA PARKWAY,MARIETTA,GA,13,30060,0,FDIC,2018,AL,OCC,OCC,JEFFERSON,73,5,ATLANTA,National Bank of Commerce,5 INVERNESS CENTER PARKWAY,BIRMINGHAM,AL,ALABAMA,35242,10,National Bank of Commerce,"813 SHADES CREEK PARKWAY, SUITE 100",BIRMINGHAM,AL,1,35209,0,OCC,
NCUA,N/A,SUFFOLK,103,2,NEW YORK,SUFFOLK FEDERAL CREDIT UNION,140,1992-03-26T00:00:00,"3681 HORSEBLOCK ROAD, P.O. BOX 9005",MEDFORD,NY,36,11763,,NCUA,"Merged and became part of SUFFOLK FEDERAL CREDIT UNION (51579) in Medford, NY. The successor institution was not FDIC-insured.",2018-07-01T00:00:00,2018,SUFFOLK,103,2,NEW YORK,HOSPITAL EMPLOYEES FEDERAL CREDIT UNION,140,200 BELLE TERRE R.,PORT JEFFERSON,NY,36,11777,,NCUA,2018,NY,NCUA,NCUA,SUFFOLK,103,2,NEW YORK,SUFFOLK FEDERAL CREDIT UNION,"3681 HORSEBLOCK ROAD, P.O. BOX 9005",MEDFORD,NY,NEW YORK,11763,140,SUFFOLK FEDERAL CREDIT UNION,"3681 HORSEBLOCK ROAD, P.O. BOX 9005",MEDFORD,NY,36,11763,,NCUA,
OCC,Commercial,SAN DIEGO,73,14,SAN FRANCISCO,"Bank of Southern California, N.A.",10,2018-03-02T00:00:00,"12265 EL CAMINO REAL, SUITE 100",SAN DIEGO,CA,6,92130,0,OCC,"Merged and became part of Bank of Southern California, N.A. (57044) in San Diego, CA. ",2018-07-31T00:00:00,2018,LOS ANGELES,37,14,SAN FRANCISCO,Americas United Bank,10,"801 NORTH BRAND BOULEVARD, SUITE #1150",GLENDALE,CA,6,91203,0,FDIC,2018,CA,OCC,OCC,SAN DIEGO,73,14,SAN FRANCISCO,"Bank of Southern California, N.A.",12265 El Camino Real,San Diego,CA,CALIFORNIA,92130,10,"Bank of Southern California, N.A.","12265 EL CAMINO REAL, SUITE 100",SAN DIEGO,CA,6,92130,0,OCC,
NCUA,N/A,GWINNETT,135,5,ATLANTA,Peach State Federal Credit Union,140,2013-01-02T00:00:00,175 NORTH CLAYTON STREET,LAWRENCEVILLE,GA,13,30046,0,NCUA,"Merged and became part of Peach State Federal Credit Union (47508) in Lawrenceville, GA. The successor institution was not FDIC-insured.",2018-08-01T00:00:00,2018,TOWNS,281,5,ATLANTA,TOWNS-UNION EDUCATORS FEDERAL CREDIT UNION,140,5266 school st,YOUNG HARRIS,GA,13,30582,,NCUA,2018,GA,NCUA,NCUA,GWINNETT,135,5,ATLANTA,Peach State Federal Credit Union,"2100 RIVERSIDE PARKWAY, SUITE 101",LAWRENCEVILLE,GA,GEORGIA,30043,140,Peach State Federal Credit Union,175 NORTH CLAYTON STREET,LAWRENCEVILLE,GA,13,30046,0,NCUA,
STATE,N/A,JACKSON,63,5,ATLANTA,JACKSON COUNTY TEACHERS CREDIT UNION,140,1991-04-24T00:00:00,4466 Clinton Street,MARIANNA,FL,12,32446,954,NCUA,"Merged and became part of JACKSON COUNTY TEACHERS CREDIT UNION (52390) in Marianna, FL. The successor institution was not FDIC-insured.",2018-08-01T00:00:00,2018,JACKSON,63,5,ATLANTA,SUNLAND CREDIT UNION,140,3700 WILLIAMS DRIVE,MARIANNA,FL,12,32446,,NCUA,2018,FL,NCUA,STATE,JACKSON,63,5,ATLANTA,JACKSON COUNTY TEACHERS CREDIT UNION,PO BOX 954,MARIANNA,FL,FLORIDA,32446,140,JACKSON COUNTY TEACHERS CREDIT UNION,4466 Clinton Street,MARIANNA,FL,12,32446,954,NCUA,
OCC,Commercial,DAVISON,35,11,KANSAS CITY,CorTrust Bank National Association,10,2013-03-22T00:00:00,100 EAST HAVENS STREET,MITCHELL,SD,46,57301,0,OCC,"Merged and became part of CorTrust Bank National Association (6063) in Mitchell, SD. ",2018-08-03T00:00:00,2018,WRIGHT,171,11,KANSAS CITY,State Bank of Delano,10,1300 BABCOCK BOULEVARD EAST,DELANO,MN,27,55328,0,FDIC,2018,SD,OCC,OCC,DAVISON,35,11,KANSAS CITY,CorTrust Bank National Association,100 EAST HAVENS,MITCHELL,SD,SOUTH DAKOTA,57301,10,CorTrust Bank National Association,100 EAST HAVENS STREET,MITCHELL,SD,46,57301,0,OCC,
NCUA,N/A,DISTRICT OF COLUMBIA,1,2,NEW YORK,DEPARTMENT OF COMMERCE FEDERAL CREDIT UNION,140,1996-10-03T00:00:00,1401 CONSTITUTION  AVE. NW,WASHINGTON,DC,11,20230,0,NCUA,"Merged and became part of DEPARTMENT OF COMMERCE FEDERAL CREDIT UNION (49862) in Washington, DC. The successor institution was not FDIC-insured.",2016-04-01T00:00:00,2016,DISTRICT OF COLUMBIA,1,2,NEW YORK,WHITE HOUSE FEDERAL CREDIT UNION,140,1724 F ST NW,WASHINGTON,DC,11,20505,,NCUA,2018,DC,NCUA,NCUA,DISTRICT OF COLUMBIA,1,2,NEW YORK,DEPARTMENT OF COMMERCE FEDERAL CREDIT UNION,1401 CONSTITUTION  AVE. NW,WASHINGTON,DC,DISTRICT OF COLUMBIA,20230,140,DEPARTMENT OF COMMERCE FEDERAL CREDIT UNION,1401 CONSTITUTION  AVE. NW,WASHINGTON,DC,11,20230,0,NCUA,
NCUA,N/A,SUFFOLK,103,2,NEW YORK,TEACHERS FEDERAL CREDIT UNION,140,1982-01-18T00:00:00,2410 NORTH OCEAN AVENUE,FARMINGVILLE,NY,36,11738,,NCUA,"Merged and became part of TEACHERS FEDERAL CREDIT UNION (44868) in Farmingville, NY. The successor institution was not FDIC-insured.",2018-06-19T00:00:00,2018,NASSAU,59,2,NEW YORK,PROJECTOR FEDERAL CREDIT UNION,140,623 STEWART AVE,GARDEN CITY,NY,36,11530,,NCUA,2018,NY,NCUA,NCUA,SUFFOLK,103,2,NEW YORK,TEACHERS FEDERAL CREDIT UNION,2410 NORTH OCEAN AVENUE,FARMINGVILLE,NY,NEW YORK,11738,140,TEACHERS FEDERAL CREDIT UNION,2410 NORTH OCEAN AVENUE,FARMINGVILLE,NY,36,11738,,NCUA,
